1.000	1.948
2.000	0.972
3.000	0.912
4.000	1.084
5.000	1.020
6.000	0.000
7.000	0.156
8.000	1.836
9.000	1.020
10.000	0.864
11.000	1.020
12.000	0.756
13.000	0.156
14.000	0.000
15.000	0.156
16.000	1.404
17.000	1.024
18.000	1.760
19.000	0.344
20.000	0.732
21.000	0.376
22.000	0.220
23.000	0.484
24.000	0.328
25.000	0.268
26.000	0.000
27.000	0.156
28.000	0.000
29.000	0.376
30.000	0.220
31.000	0.156
32.000	0.664
33.000	0.268
34.000	0.112
35.000	0.268
36.000	0.108
37.000	0.156
38.000	0.648
39.000	0.480
40.000	0.108
41.000	0.156
42.000	0.000
43.000	0.264
44.000	0.000
45.000	0.156
46.000	0.000
47.000	0.156
48.000	0.000
49.000	0.156
50.000	0.000
51.000	0.156
52.000	0.108
53.000	0.264
54.000	0.108
55.000	0.264
56.000	0.324
57.000	0.372
58.000	0.000
59.000	0.156
60.000	0.436
61.000	0.484
62.000	0.220
63.000	0.268
64.000	0.188
65.000	0.376
66.000	0.408
67.000	1.008
68.000	0.212
69.000	0.264
70.000	0.184
71.000	0.372
72.000	0.108
73.000	0.232
74.000	0.000
75.000	0.264
76.000	0.184
77.000	1.044
78.000	0.408
79.000	2.452
80.000	0.220
81.000	0.268
82.000	0.188
83.000	0.156
84.000	0.652
85.000	1.700
86.000	0.732
87.000	2.512
88.000	0.188
89.000	0.380
90.000	0.300
91.000	0.452
92.000	0.220
93.000	0.484
94.000	0.780
95.000	0.372
96.000	0.108
97.000	0.448
98.000	0.432
99.000	0.484
100.000	0.620
