1.000	10.708
2.000	5.616
3.000	5.676
4.000	6.068
5.000	6.324
6.000	0.000
7.000	1.248
8.000	10.908
9.000	5.952
10.000	4.872
11.000	4.980
12.000	3.996
13.000	1.360
14.000	0.112
15.000	1.360
16.000	6.664
17.000	5.644
18.000	6.568
19.000	69.252
20.000	81.120
21.000	107.672
22.000	1.480
23.000	0.000
24.000	0.000
25.000	0.000
26.000	0.000
27.000	0.000
28.000	0.000
29.000	540.592
30.000	622.948
31.000	587.840
32.000	640.004
33.000	641.516
34.000	659.236
35.000	648.992
36.000	668.640
37.000	658.792
38.000	642.292
39.000	658.260
40.000	657.424
41.000	630.416
42.000	556.848
43.000	612.684
44.000	651.312
45.000	607.208
46.000	631.260
47.000	600.500
48.000	613.052
49.000	575.892
50.000	661.532
51.000	612.388
52.000	634.960
53.000	614.016
54.000	644.572
55.000	644.556
56.000	657.840
57.000	647.588
58.000	640.152
59.000	659.680
60.000	0.000
61.000	0.000
62.000	0.000
63.000	0.000
64.000	0.000
65.000	316.496
66.000	324.624
67.000	325.520
68.000	326.564
69.000	316.512
70.000	331.336
71.000	336.132
72.000	290.748
73.000	317.348
74.000	323.788
75.000	339.700
76.000	323.468
77.000	351.112
78.000	334.920
79.000	351.152
80.000	322.440
81.000	359.376
82.000	329.624
83.000	319.708
84.000	323.568
85.000	316.864
86.000	322.272
87.000	328.972
88.000	343.472
89.000	352.944
90.000	322.092
91.000	1.100
92.000	0.000
93.000	0.000
94.000	0.000
95.000	0.000
96.000	0.000
97.000	306.464
98.000	329.364
99.000	333.368
100.000	335.932
