1.000	13.824
2.000	9.396
3.000	11.460
4.000	7.452
5.000	11.356
6.000	1.728
7.000	1.716
8.000	13.716
9.000	11.328
10.000	9.072
11.000	7.872
12.000	7.776
13.000	3.444
14.000	0.000
15.000	1.716
16.000	13.748
17.000	12.004
18.000	10.296
19.000	9.064
20.000	7.884
21.000	3.984
22.000	0.000
23.000	1.716
24.000	0.000
25.000	1.716
26.000	0.000
27.000	1.716
28.000	0.000
29.000	1.716
30.000	0.000
31.000	1.716
32.000	11.448
33.000	12.252
34.000	10.452
35.000	11.232
36.000	10.032
37.000	3.132
38.000	0.312
39.000	1.404
40.000	0.312
41.000	1.248
42.000	0.468
43.000	1.248
44.000	0.468
45.000	1.248
46.000	0.468
47.000	1.248
48.000	0.468
49.000	1.248
50.000	0.468
51.000	1.248
52.000	0.468
53.000	1.092
54.000	0.624
55.000	1.092
56.000	0.624
57.000	0.936
58.000	0.780
59.000	0.936
60.000	0.780
61.000	0.936
62.000	0.780
63.000	0.780
64.000	12.276
65.000	9.852
66.000	9.500
67.000	8.988
68.000	8.632
69.000	3.180
70.000	1.296
71.000	1.720
72.000	1.676
73.000	1.608
74.000	1.676
75.000	1.676
76.000	0.780
77.000	0.936
78.000	0.780
79.000	0.936
80.000	0.780
81.000	0.936
82.000	0.624
83.000	1.092
84.000	0.624
85.000	0.936
86.000	0.624
87.000	0.936
88.000	0.468
89.000	0.936
90.000	0.468
91.000	0.936
92.000	0.468
93.000	0.936
94.000	0.468
95.000	0.624
96.000	0.624
97.000	0.468
98.000	0.780
99.000	0.468
100.000	0.624
