1.000	3
2.000	0
3.000	2
4.000	25
5.000	6
6.000	2
7.000	0
8.000	0
9.000	0
10.000	0
11.000	0
12.000	1
13.000	0
14.000	0
15.000	1
16.000	41
17.000	13
18.000	7
19.000	50
20.000	44
21.000	4
22.000	10
23.000	0
24.000	0
25.000	0
26.000	0
27.000	0
28.000	0
29.000	3
30.000	0
31.000	18
32.000	4
33.000	11
34.000	3
35.000	7
36.000	10
37.000	6
38.000	12
39.000	80
40.000	33
41.000	84
42.000	51
43.000	37
44.000	14
45.000	16
46.000	5
47.000	12
48.000	10
49.000	48
50.000	6
51.000	44
52.000	16
53.000	57
54.000	4
55.000	4
56.000	22
57.000	36
58.000	27
59.000	3
60.000	0
61.000	0
62.000	0
63.000	0
64.000	0
65.000	0
66.000	0
67.000	21
68.000	6
69.000	4
70.000	3
71.000	0
72.000	10
73.000	4
74.000	7
75.000	11
76.000	12
77.000	17
78.000	15
79.000	8
80.000	1
81.000	6
82.000	2
83.000	7
84.000	7
85.000	32
86.000	14
87.000	12
88.000	13
89.000	7
90.000	7
91.000	0
92.000	0
93.000	0
94.000	0
95.000	0
96.000	0
97.000	22
98.000	0
99.000	0
100.000	3
