1.000	1.376
2.000	0.220
3.000	168.240
4.000	204.712
5.000	301.400
6.000	323.400
7.000	399.300
8.000	314.600
9.000	312.400
10.000	321.200
11.000	293.700
12.000	293.700
13.000	290.400
14.000	324.500
15.000	262.900
16.000	258.500
17.000	255.200
18.000	207.900
19.000	148.500
20.000	434.500
21.000	520.300
22.000	584.100
23.000	603.900
24.000	673.200
25.000	562.100
26.000	578.712
27.000	569.800
28.000	651.200
29.000	547.800
30.000	326.700
31.000	258.500
32.000	335.500
33.000	203.500
34.000	99.000
35.000	229.900
36.000	189.200
37.000	348.700
38.000	270.600
39.000	170.500
40.000	250.800
41.000	95.700
42.000	91.300
43.000	57.200
44.000	140.800
45.000	224.400
46.000	218.900
47.000	323.400
48.000	277.200
49.000	151.800
50.000	259.600
51.000	177.100
52.000	265.100
53.000	138.600
54.000	218.900
55.000	323.400
56.000	199.100
57.000	243.100
58.000	213.400
59.000	256.300
60.000	445.500
61.000	499.400
62.000	589.600
63.000	404.800
64.000	446.600
65.000	264.000
66.000	322.300
67.000	158.400
68.000	228.800
69.000	207.900
70.000	224.400
71.000	273.900
72.000	284.900
73.000	204.600
74.000	288.200
75.000	195.800
76.000	74.800
77.000	5.500
78.000	14.300
79.000	8.800
80.000	4.400
81.000	12.100
82.000	3.300
83.000	14.300
84.000	107.800
85.000	198.000
86.000	148.500
87.000	105.600
88.000	97.900
89.000	150.700
90.000	421.300
91.000	498.300
92.000	437.800
93.000	229.900
94.000	306.900
95.000	390.500
96.000	343.200
97.000	324.500
98.000	558.800
99.000	350.900
100.000	267.300
