1.000	3.560
2.000	0.544
3.000	28.000
4.000	13.504
5.000	3.764
6.000	0.920
7.000	3.716
8.000	0.840
9.000	0.980
10.000	0.108
11.000	0.000
12.000	0.000
13.000	5.100
14.000	4.324
15.000	11.600
16.000	10.728
17.000	4.524
18.000	5.768
19.000	3.264
20.000	4.108
21.000	0.936
22.000	2.080
23.000	3.000
24.000	0.200
25.000	1.240
26.000	4.536
27.000	1.128
28.000	0.436
29.000	3.124
30.000	0.276
31.000	6.852
32.000	4.372
33.000	4.496
34.000	0.220
35.000	3.660
36.000	0.000
37.000	0.000
38.000	3.592
39.000	2.064
40.000	0.188
41.000	0.556
42.000	0.156
43.000	8.952
44.000	0.524
45.000	1.980
46.000	0.468
47.000	2.444
48.000	8.092
49.000	2.520
50.000	50.912
51.000	21.248
52.000	2.460
53.000	21.752
54.000	0.000
55.000	0.000
56.000	11.112
57.000	6.808
58.000	12.672
59.000	2.156
60.000	1.176
61.000	2.164
62.000	0.428
63.000	1.312
64.000	6.424
65.000	0.480
66.000	2.212
67.000	1.176
68.000	0.328
69.000	0.264
70.000	0.000
71.000	0.000
72.000	0.220
73.000	0.564
74.000	0.108
75.000	4.164
76.000	10.360
77.000	0.340
78.000	15.796
79.000	0.264
80.000	8.416
81.000	2.256
82.000	0.000
83.000	0.464
84.000	2.064
85.000	0.464
86.000	22.360
87.000	61.548
88.000	0.000
89.000	0.000
90.000	74.032
91.000	16.844
92.000	27.684
93.000	90.292
94.000	80.196
95.000	60.868
96.000	41.096
97.000	48.964
98.000	12.468
99.000	2.308
100.000	0.000
